algorithm,playlist,time
SMS-EMOA,1006417,5719922
NSGA-II,1011837,2713132
SMS-EMOA,1003449,4980232
NOOP,1010454,6914
NOOP,1007013,7179
NSGA-II,1008469,4143357
m-ACO,1037176,343881
m-ACO,1004421,466044
NSGA-II,1000887,1069007
NSGA-II,1003742,2177713
SMS-EMOA,1009580,4839074
NOOP,1003320,5652
m-ACO,1001940,1881857
NOOP,1003335,8470
SMS-EMOA,1044659,5901517
NSGA-II,1006591,3927441
m-ACO,1047955,390453
NOOP,1008424,3482
SMS-EMOA,1012674,7166425
NOOP,1005195,7439
SMS-EMOA,1013496,4906432
NOOP,1042316,8855
SMS-EMOA,1002426,3820203
SMS-EMOA,1007478,4893787
NOOP,1006478,6944
m-ACO,1008901,3266262
SMS-EMOA,1002387,4398852
NSGA-II,1009406,2864306
NSGA-II,1032815,3437672
NSGA-II,1030293,4401839
NOOP,1000242,10404
NOOP,1000257,4247
SMS-EMOA,1040887,4970646
SMS-EMOA,1025394,7675644
NSGA-II,1001607,3560440
NSGA-II,1000344,917501
NSGA-II,1004659,2529731
SMS-EMOA,1004552,6120942
SMS-EMOA,1006875,6201411
NOOP,1013523,8238
NSGA-II,1011455,2693314
NOOP,1011262,4544
NSGA-II,1010343,2713949
NSGA-II,1011600,3115047
NOOP,1006630,7288
NOOP,1039711,8206
SMS-EMOA,1001759,1570250
SMS-EMOA,1005244,4411872
m-ACO,1005680,370546
SMS-EMOA,1004707,6109299
NOOP,1006625,8012
NSGA-II,1001452,3292757
NSGA-II,1000111,1955526
m-ACO,1002388,1503856
NSGA-II,1003975,2140773
SMS-EMOA,1010048,4393317
NOOP,1002503,9253
m-ACO,1013690,445281
NOOP,1002516,6359
NSGA-II,1039025,5796939
m-ACO,1012287,414161
NSGA-II,1038566,5539242
NSGA-II,1008310,2626332
SMS-EMOA,1003491,3172573
NSGA-II,1013269,2704824
NOOP,1009688,3383
NSGA-II,1039784,5497415
m-ACO,1039478,366114
m-ACO,1047912,462147
SMS-EMOA,1018249,5810409
m-ACO,1002694,3713876
SMS-EMOA,1002673,4196677
SMS-EMOA,1003330,5084281
SMS-EMOA,1010906,4516215
NSGA-II,1002578,3428457
NOOP,1040442,8485
NOOP,1005830,7320
NOOP,1010286,6557
NSGA-II,1029277,4356167
SMS-EMOA,1013162,4874795
SMS-EMOA,1012421,7251304
NSGA-II,1005801,7518899
m-ACO,1003661,4320547
m-ACO,1012715,238125
SMS-EMOA,1000191,2766746
m-ACO,1002306,4171086
NOOP,1003843,6673
SMS-EMOA,1000630,2424426
SMS-EMOA,1001373,1441500
NOOP,1005581,4663
m-ACO,1004705,471854
NOOP,1008030,47907
NSGA-II,1004787,2640455
m-ACO,1004369,411572
SMS-EMOA,1010462,4584717
SMS-EMOA,1020214,5485866
SMS-EMOA,1035956,3507191
NSGA-II,1023035,2535111
NOOP,1004570,6089
NSGA-II,1012300,2676587
NSGA-II,1013643,2671662
m-ACO,1005312,387971
NSGA-II,1023794,4640356
SMS-EMOA,1007207,10982900
NOOP,1013122,8189
SMS-EMOA,1006744,5352018
m-ACO,1004219,424125
SMS-EMOA,1002259,2857343
NOOP,1000656,6973
NSGA-II,1002152,3277635
SMS-EMOA,1008390,5005014
m-ACO,1003711,4280317
NOOP,1000643,4032
m-ACO,1002276,3710953
SMS-EMOA,1038247,3742325
m-ACO,1037709,484074
NOOP,1045394,8223
NOOP,1038819,7935
m-ACO,1005355,461335
SMS-EMOA,1041701,5324437
NOOP,1002117,5650
m-ACO,1009884,6809538
m-ACO,1015746,360749
NOOP,1008278,6476
SMS-EMOA,1009486,5221633
NSGA-II,1003644,3736007
NSGA-II,1002307,3207847
NOOP,1002102,4141
NSGA-II,1000981,831751
m-ACO,1002231,1542546
SMS-EMOA,1007052,5963921
SMS-EMOA,1006511,4247278
m-ACO,1013345,445283
NSGA-II,1013416,2747937
SMS-EMOA,1004836,5559959
m-ACO,1013729,280293
m-ACO,1012622,360534
NOOP,1006231,3369
NOOP,1047688,8031
SMS-EMOA,1010637,4422363
NOOP,1008995,5352
m-ACO,1002341,1744432
NSGA-II,1005091,2636178
SMS-EMOA,1046336,5445627
m-ACO,1012752,478169
m-ACO,1003626,283239
NOOP,1012876,6699
NSGA-II,1005730,8593494
SMS-EMOA,1000465,1565160
m-ACO,1005225,226504
m-ACO,1004742,494053
NSGA-II,1014021,2650279
SMS-EMOA,1001687,1600573
SMS-EMOA,1002942,4722979
NSGA-II,1045859,2052033
NOOP,1004738,5195
m-ACO,1022798,409252
SMS-EMOA,1005681,2534260
NSGA-II,1010027,2759888
NOOP,1035831,8250
SMS-EMOA,1004463,4290212
NSGA-II,1013843,2413986
NSGA-II,1010786,2732222
SMS-EMOA,1035756,3522331
NOOP,1005245,8126
NSGA-II,1001736,3261917
NSGA-II,1000275,868747
NOOP,1004959,5813
NOOP,1001163,3490
NOOP,1001176,4396
SMS-EMOA,1000830,1612115
NSGA-II,1027266,2760363
SMS-EMOA,1002517,4074661
SMS-EMOA,1003054,4689113
NOOP,1000192,6922
SMS-EMOA,1007549,5190522
NSGA-II,1009296,2809590
NSGA-II,1036577,3426210
m-ACO,1022284,373206
SMS-EMOA,1022133,7355692
SMS-EMOA,1011880,4811144
NOOP,1009705,3991
NOOP,1046818,8165
SMS-EMOA,1012510,7612942
SMS-EMOA,1009469,4131415
NSGA-II,1005930,5250530
m-ACO,1007784,4818803
SMS-EMOA,1010837,4513469
NSGA-II,1002449,3210506
NSGA-II,1006154,5509969
SMS-EMOA,1015869,5430574
m-ACO,1046468,471693
NSGA-II,1027792,4639040
NOOP,1005018,3252
NSGA-II,1008580,4035701
SMS-EMOA,1002742,4294103
SMS-EMOA,1003201,5225444
m-ACO,1001387,4452402
NOOP,1045450,8275
m-ACO,1008537,525267
NOOP,1000837,438502
NSGA-II,1009762,2715002
NOOP,1000822,7896
NOOP,1003622,6245
NSGA-II,1000781,861331
m-ACO,1000790,60403048
m-ACO,1009120,3297734
SMS-EMOA,1008864,4437412
SMS-EMOA,1015686,5146245
NSGA-II,1000020,1773563
m-ACO,1008447,3280875
NSGA-II,1011090,2716046
NOOP,1007504,5262
m-ACO,1006393,1318450
NSGA-II,1024119,4592665
NOOP,1010156,8278
NSGA-II,1011731,2739301
SMS-EMOA,1004197,5130130
NSGA-II,1003281,2172573
m-ACO,1000202,2247852
SMS-EMOA,1013479,2938951
NSGA-II,1004859,2621511
SMS-EMOA,1008500,4786685
m-ACO,1011376,8951639
SMS-EMOA,1039635,3419096
m-ACO,1001309,5825116
NSGA-II,1003520,3275825
NSGA-II,1002063,3265355
NOOP,1001577,9157
m-ACO,1001765,1316119
NOOP,1001562,6195
NOOP,1012216,8461
NSGA-II,1044730,2107607
SMS-EMOA,1006675,6031879
NSGA-II,1012590,2717123
NOOP,1012203,7586
NOOP,1005644,8738
m-ACO,1006601,320105
SMS-EMOA,1007497,4317515
NSGA-II,1012231,3050871
NOOP,1005651,3867
NSGA-II,1007973,2794494
SMS-EMOA,1010553,2237935
SMS-EMOA,1040868,5043942
NSGA-II,1004117,2162256
NSGA-II,1005454,2634144
NOOP,1023893,7990
NSGA-II,1001149,857595
m-ACO,1006771,423430
SMS-EMOA,1024199,5001880
m-ACO,1001279,5546635
NOOP,1008818,4818
SMS-EMOA,1000701,1149292
m-ACO,1000372,496818
m-ACO,1010761,472535
NOOP,1000586,8139
NSGA-II,1010658,1829667
NSGA-II,1015606,2552952
NOOP,1005419,5442
NSGA-II,1025225,4893435
m-ACO,1006736,442554
SMS-EMOA,1004049,3211898
NSGA-II,1009853,2766588
NSGA-II,1042411,2074890
NOOP,1027210,8179
m-ACO,1001652,3652197
m-ACO,1000759,2077044
m-ACO,1000335,9726576
NSGA-II,1028934,4735539
SMS-EMOA,1010706,4514253
NSGA-II,1012064,2556172
NSGA-II,1013527,2687431
NOOP,1007105,3755
SMS-EMOA,1006381,5479661
SMS-EMOA,1004907,5717487
m-ACO,1001722,4105075
NOOP,1010557,6336
NSGA-II,1013286,2669267
NSGA-II,1011800,3055759
SMS-EMOA,1006420,4488435
NOOP,1003236,5596
m-ACO,1006646,417122
NOOP,1003223,4216
NSGA-II,1003775,3288586
SMS-EMOA,1008755,5068337
SMS-EMOA,1009216,4569895
m-ACO,1016255,371061
NSGA-II,1002597,3311148
m-ACO,1034890,508988
m-ACO,1029659,421201
SMS-EMOA,1011775,4456107
NSGA-II,1005490,2707054
SMS-EMOA,1015268,5374396
m-ACO,1029235,417000
NSGA-II,1005331,2613659
NOOP,1004408,3328
NSGA-II,1014381,2624904
NSGA-II,1013959,2661591
SMS-EMOA,1000064,2001130
SMS-EMOA,1003800,3339340
NOOP,1008148,6001
NOOP,1017891,8954
NOOP,1002227,3691
NOOP,1032846,8497
NOOP,1015660,8776
NSGA-II,1002706,3342892
NSGA-II,1010873,3106282
NOOP,1006101,3493
m-ACO,1029729,421798
NOOP,1006114,3704
NOOP,1011553,2944
m-ACO,1010987,8185769
NOOP,1013212,8653
NSGA-II,1013242,3124402
NSGA-II,1012701,2709459
SMS-EMOA,1028414,5827453
m-ACO,1004592,418949
NOOP,1004640,5510
NOOP,1004655,12638
SMS-EMOA,1007606,4374902
SMS-EMOA,1002658,2738002
NSGA-II,1002553,3283970
NSGA-II,1003010,2167847
m-ACO,1006997,421785
SMS-EMOA,1008791,5107745
NOOP,1000573,4431
SMS-EMOA,1009573,4500246
SMS-EMOA,1008030,4364394
m-ACO,1012582,419690
m-ACO,1039711,471432
NOOP,1000566,4502
NSGA-II,1010368,2728552
NSGA-II,1009897,2682175
m-ACO,1003586,268482
NOOP,1001582,4489
NOOP,1006349,4517
NSGA-II,1027867,4634700
SMS-EMOA,1001772,1491805
SMS-EMOA,1000231,1479460
NOOP,1048748,8348
NOOP,1020673,8481
NSGA-II,1004427,2563508
m-ACO,1001983,1436628
SMS-EMOA,1013807,2682357
m-ACO,1000888,1729060
m-ACO,1005185,446188
m-ACO,1044605,461754
NSGA-II,1006900,3375907
NOOP,1008300,5258
NSGA-II,1004386,2319852
SMS-EMOA,1010063,4377640
NOOP,1022897,8166
m-ACO,1003478,4291768
SMS-EMOA,1030923,4899261
m-ACO,1013407,296268
NOOP,1004009,5024
m-ACO,1002573,3764259
NSGA-II,1013668,2673462
SMS-EMOA,1003090,4797673
m-ACO,1012160,466852
NOOP,1001833,8030
NOOP,1014285,8544
m-ACO,1003014,377127
SMS-EMOA,1003731,2862064
m-ACO,1005417,411439
NSGA-II,1002179,3241840
SMS-EMOA,1012020,8176244
NSGA-II,1004943,2587505
m-ACO,1000976,1509460
SMS-EMOA,1021993,5645758
NOOP,1006515,7380
m-ACO,1005567,482654
NOOP,1011147,198025
NSGA-II,1023950,4810911
m-ACO,1000806,3209623
m-ACO,1048936,482624
NOOP,1024309,8612
SMS-EMOA,1001358,914373
m-ACO,1004000,3870261
SMS-EMOA,1004306,5981545
NOOP,1011152,2602
SMS-EMOA,1006980,5770063
SMS-EMOA,1009817,4965659
NSGA-II,1001053,908935
NOOP,1002626,4260
m-ACO,1029690,362758
SMS-EMOA,1042455,5251619
m-ACO,1003508,4312080
m-ACO,1020020,377158
NOOP,1037468,8288
SMS-EMOA,1014154,7153096
m-ACO,1039283,499763
SMS-EMOA,1010449,4744588
NOOP,1005948,3814
NOOP,1028414,8268
m-ACO,1005520,482249
NOOP,1000167,10202
NOOP,1000172,8240
NSGA-II,1004258,2616674
SMS-EMOA,1005410,5537221
m-ACO,1002028,1417917
m-ACO,1007925,5152163
m-ACO,1003123,4289716
NOOP,1021283,8292
NOOP,1034835,8293
SMS-EMOA,1007937,4358869
NSGA-II,1010517,1766451
SMS-EMOA,1002969,4651696
m-ACO,1002444,3800032
NOOP,1042026,8004
m-ACO,1016921,372100
m-ACO,1003053,3948669
NOOP,1020272,8235
SMS-EMOA,1012275,4593538
NOOP,1015029,8618
m-ACO,1002534,2125308
NOOP,1008714,5786
NOOP,1010813,4085
NSGA-II,1006631,4224821
NOOP,1010806,5401
m-ACO,1020117,424474
SMS-EMOA,1013097,3058028
SMS-EMOA,1003564,3301571
SMS-EMOA,1002027,1106798
m-ACO,1011845,598809
SMS-EMOA,1002786,4430497
NSGA-II,1009007,2871900
NOOP,1001196,9349
NOOP,1006748,4445
NOOP,1001183,4693
m-ACO,1005450,442021
NOOP,1010672,9646
SMS-EMOA,1006780,5653996
m-ACO,1009712,7021416
NOOP,1010667,32085
NOOP,1008960,4963
SMS-EMOA,1029592,3553316
NSGA-II,1010942,3126600
SMS-EMOA,1006021,4855704
NOOP,1012896,8265
NSGA-II,1040479,6670084
NOOP,1038314,8445
NSGA-II,1007669,2963792
NOOP,1006929,7898
NSGA-II,1003374,2174876
NOOP,1009269,5162
SMS-EMOA,1041590,5384779
NOOP,1003113,5061
NOOP,1003106,3952
SMS-EMOA,1008354,5273570
NSGA-II,1002196,3289318
SMS-EMOA,1003931,3200291
NSGA-II,1025624,5150903
SMS-EMOA,1004448,4902290
NSGA-II,1013868,3017630
SMS-EMOA,1001416,1074512
SMS-EMOA,1000155,1292320
NOOP,1005729,5235
m-ACO,1047351,470679
NOOP,1011683,5566
m-ACO,1009662,485730
m-ACO,1008769,3223100
NSGA-II,1007886,4010394
NSGA-II,1005200,2589781
NOOP,1011696,7055
m-ACO,1008305,5996137
NOOP,1013867,8250
NOOP,1013872,8249
m-ACO,1023196,421413
SMS-EMOA,1012981,4951957
SMS-EMOA,1010307,4413897
NSGA-II,1006831,4239660
NOOP,1004590,4645
SMS-EMOA,1010152,3420721
m-ACO,1006496,417460
NOOP,1009034,4591
NOOP,1004585,4790
NSGA-II,1004516,2902240
NSGA-II,1001548,3447825
SMS-EMOA,1048087,5566410
NOOP,1032233,8456
NOOP,1007068,7933
SMS-EMOA,1001643,1512064
SMS-EMOA,1000300,2718166
m-ACO,1008342,3260306
NOOP,1002847,6321
m-ACO,1009625,4501515
NOOP,1002852,4706
m-ACO,1000095,1897207
m-ACO,1005998,363144
NSGA-II,1003680,2136715
NOOP,1006099,4809
NOOP,1001652,5338
NOOP,1001647,5321
m-ACO,1000589,8206645
m-ACO,1009339,3437016
NSGA-II,1002462,3304786
NSGA-II,1003121,3265687
m-ACO,1009755,6792001
m-ACO,1011091,6684585
SMS-EMOA,1029066,5182119
SMS-EMOA,1007737,4464292
NSGA-II,1012191,3058090
NOOP,1005574,8452
SMS-EMOA,1002769,4406444
m-ACO,1003887,4353632
NOOP,1018249,8537
NSGA-II,1013373,2744989
NOOP,1012126,4207
m-ACO,1007081,417134
m-ACO,1005916,378682
NSGA-II,1000380,812781
SMS-EMOA,1010578,4791302
NSGA-II,1002906,3384629
NOOP,1014140,8309
NOOP,1003507,3007
m-ACO,1011503,8896596
SMS-EMOA,1009926,2457912
m-ACO,1022054,356463
m-ACO,1000477,9020186
m-ACO,1010408,7723764
NOOP,1003512,4810
m-ACO,1006074,392784
m-ACO,1003979,4318502
NOOP,1010273,4144
SMS-EMOA,1001269,1434986
SMS-EMOA,1005774,5534883
m-ACO,1002872,4067073
NOOP,1048929,8066
NSGA-II,1011330,2685791
NOOP,1007621,4224
m-ACO,1006418,419299
SMS-EMOA,1004596,4844747
m-ACO,1002902,4256633
SMS-EMOA,1012111,4711112
NOOP,1004821,77432
NOOP,1041453,8628
NOOP,1004834,3283
m-ACO,1003809,387113
m-ACO,1006104,403812
NSGA-II,1002048,3203306
SMS-EMOA,1011975,4296237
m-ACO,1006568,418394
m-ACO,1025040,360628
NSGA-II,1006555,4011202
m-ACO,1007463,4814697
m-ACO,1021846,141389
NOOP,1034240,8208
m-ACO,1001060,508346
SMS-EMOA,1003600,3076088
SMS-EMOA,1002343,4289246
m-ACO,1010578,468624
NSGA-II,1038056,7716419
m-ACO,1000507,8971960
NSGA-II,1008620,2837007
NOOP,1008699,6833
m-ACO,1011473,8856628
NOOP,1005328,2995
SMS-EMOA,1001972,1847949
m-ACO,1007424,4749481
NOOP,1032632,8265
NOOP,1007469,3737
SMS-EMOA,1003455,1789416
SMS-EMOA,1002116,1649716
m-ACO,1007048,415682
m-ACO,1002945,4293470
NOOP,1004184,5452
NSGA-II,1007243,3229713
m-ACO,1000540,2418256
m-ACO,1033017,432569
NOOP,1009420,3111
m-ACO,1005821,668430
SMS-EMOA,1038108,3571790
m-ACO,1010153,8907186
m-ACO,1008697,3354817
m-ACO,1001027,1569251
NSGA-II,1015478,2894212
NOOP,1025998,8437
NOOP,1005175,8636
m-ACO,1000430,7816315
NSGA-II,1011165,3172180
NOOP,1005160,3485
NSGA-II,1020250,2535009
m-ACO,1011544,8862589
SMS-EMOA,1048159,5083671
m-ACO,1018798,345424
SMS-EMOA,1004062,3058511
m-ACO,1001157,1516445
SMS-EMOA,1005521,5949740
NSGA-II,1009878,2733670
m-ACO,1011128,8801845
NSGA-II,1012901,2211166
m-ACO,1010023,6986898
m-ACO,1005951,397007
NOOP,1001246,6464
NOOP,1006498,5345
NSGA-II,1004369,2621535
m-ACO,1007138,1663598
NSGA-II,1001496,3716614
m-ACO,1006033,422194
NOOP,1029720,8476
SMS-EMOA,1008991,4283676
m-ACO,1008116,4966582
NSGA-II,1005306,2607502
NSGA-II,1007980,2868397
NSGA-II,1000358,1049819
NSGA-II,1035570,8148354
NOOP,1040270,8649
SMS-EMOA,1010201,4240423
m-ACO,1009471,3332647
NSGA-II,1032809,8164253
NSGA-II,1041972,2105947
NSGA-II,1011449,2557235
SMS-EMOA,1003837,2021800
NOOP,1029857,8442
SMS-EMOA,1001510,1212287
SMS-EMOA,1000053,2310859
NSGA-II,1002731,3291098
SMS-EMOA,1038385,3441965
SMS-EMOA,1009711,11058413
NSGA-II,1048991,2150362
SMS-EMOA,1026503,5400046
SMS-EMOA,1005943,5981219
NSGA-II,1012563,3024964
m-ACO,1008066,4614134
NOOP,1006017,4601
NOOP,1006002,3523
SMS-EMOA,1006127,5447537
SMS-EMOA,1007464,4528560
NSGA-II,1013781,2690579
SMS-EMOA,1003179,4548393
m-ACO,1006399,351429
SMS-EMOA,1006372,5638246
NOOP,1004756,65521
NOOP,1003188,7195
NOOP,1023965,8311
m-ACO,1007292,5900244
NOOP,1039893,8152
NSGA-II,1013275,2723821
SMS-EMOA,1007190,10979399
NSGA-II,1023403,2047488
SMS-EMOA,1025893,4902241
NOOP,1000465,7004
NSGA-II,1000843,1173750
NOOP,1000470,4231
m-ACO,1001691,1531063
NSGA-II,1002564,3188532
m-ACO,1044917,412205
NSGA-II,1003027,2176002
NOOP,1001494,3559
SMS-EMOA,1005258,5921301
SMS-EMOA,1001745,1762668
SMS-EMOA,1002880,4999530
m-ACO,1009436,529549
NOOP,1001481,6403
m-ACO,1010695,589940
NOOP,1024443,8087
NSGA-II,1035084,7555659
m-ACO,1047569,484482
NOOP,1002179,5223
SMS-EMOA,1011517,5146674
NSGA-II,1003969,3249646
m-ACO,1006685,376583
SMS-EMOA,1042048,5406258
SMS-EMOA,1013830,4768263
NSGA-II,1005153,2645352
NOOP,1007956,6176
NOOP,1001925,5564
m-ACO,1044999,462131
SMS-EMOA,1003706,3180587
SMS-EMOA,1002245,4303950
m-ACO,1000714,491460
SMS-EMOA,1032433,4063340
SMS-EMOA,1028009,4963135
m-ACO,1001273,5593900
NSGA-II,1009265,3009201
m-ACO,1010307,9399909
m-ACO,1000378,10047965
m-ACO,1016704,410102
NSGA-II,1004974,2599517
NSGA-II,1006453,4099617
m-ACO,1006317,181730
SMS-EMOA,1004331,4922560
SMS-EMOA,1005672,5895654
NOOP,1011051,15105
m-ACO,1007700,6293494
NOOP,1011044,5133
SMS-EMOA,1004490,6135597
m-ACO,1006267,370843
NOOP,1006403,3964
m-ACO,1035730,474609
NSGA-II,1011236,2677314
NSGA-II,1010775,2792648
NSGA-II,1020103,2675007
NOOP,1006416,4960
m-ACO,1011710,478427
m-ACO,1000664,8417596
m-ACO,1000208,2192448
NOOP,1002730,5646
m-ACO,1010277,9716529
NSGA-II,1001064,1030907
NOOP,1002725,8850
SMS-EMOA,1009820,4546819
NSGA-II,1005579,2581037
NSGA-II,1001231,829596
NOOP,1000071,8148
NOOP,1000064,34389
m-ACO,1006220,392093
m-ACO,1025708,345882
NSGA-II,1031447,4453059
NSGA-II,1001590,3335933
m-ACO,1001344,4412719
NSGA-II,1025308,5152656
NSGA-II,1010520,2774553
SMS-EMOA,1007900,4391409
SMS-EMOA,1005386,5494372
NOOP,1034936,8287
NSGA-II,1012807,2635788
m-ACO,1001728,1386586
SMS-EMOA,1005427,5780842
m-ACO,1008198,6384217
NOOP,1002578,5667
NSGA-II,1003658,2204549
NOOP,1008617,6981
NOOP,1010910,5744
m-ACO,1001234,3621502
m-ACO,1011627,336959
SMS-EMOA,1008678,4397127
m-ACO,1000753,1750717
m-ACO,1006350,379266
SMS-EMOA,1001874,1502047
NSGA-II,1012149,2638772
NOOP,1011219,53942
NSGA-II,1009791,3125941
SMS-EMOA,1003553,2974089
NOOP,1012980,8068
SMS-EMOA,1006016,5285965
SMS-EMOA,1007555,4617661
SMS-EMOA,1003048,4696116
NSGA-II,1010975,3267005
NOOP,1010764,58888
NSGA-II,1042969,2091241
SMS-EMOA,1005872,5904794
NSGA-II,1012452,3365772
SMS-EMOA,1008363,4301510
NOOP,1003010,4571
SMS-EMOA,1039056,3489872
NSGA-II,1002600,3420560
NSGA-II,1003343,2122252
NOOP,1013289,7908
SMS-EMOA,1001421,947257
SMS-EMOA,1000162,1588941
NSGA-II,1008926,2813219
SMS-EMOA,1001380,1199384
SMS-EMOA,1003906,3023110
NSGA-II,1005596,2560025
m-ACO,1029026,403291
SMS-EMOA,1011673,4677670
NOOP,1013971,8105
NOOP,1013964,8347
NOOP,1011795,2925
SMS-EMOA,1047372,5267842
NOOP,1011780,3128
NOOP,1033839,8179
SMS-EMOA,1011387,4753467
SMS-EMOA,1013901,4904876
NSGA-II,1004521,2983623
SMS-EMOA,1008878,4663137
NOOP,1004486,7579
NOOP,1009137,8478
m-ACO,1005396,448669
SMS-EMOA,1011426,4681582
NSGA-II,1018921,2565975
NSGA-II,1004280,2559996
NOOP,1004493,9950
NSGA-II,1006806,3992595
NOOP,1003258,3191
m-ACO,1003795,4284057
SMS-EMOA,1000496,1380159
NOOP,1010539,9398
m-ACO,1046813,465891
NOOP,1002944,5626
SMS-EMOA,1005369,4764417
SMS-EMOA,1001674,1299918
SMS-EMOA,1000337,2736902
NOOP,1027986,8708
m-ACO,1012791,466496
SMS-EMOA,1008697,3574517
NSGA-II,1002455,3226050
NSGA-II,1003116,2165393
NOOP,1001744,4304
m-ACO,1003289,428119
m-ACO,1002382,3712767
NOOP,1001751,10234
NSGA-II,1000972,3079331
m-ACO,1004781,391268
NSGA-II,1012607,2633175
m-ACO,1045001,467760
NSGA-II,1022071,2551297
m-ACO,1041807,415179
NOOP,1012030,3704
NOOP,1005477,5463
SMS-EMOA,1006243,3657173
SMS-EMOA,1007700,5272598
NOOP,1040805,8415
m-ACO,1014392,699944
SMS-EMOA,1037176,3808290
SMS-EMOA,1020498,5143188
SMS-EMOA,1042553,5871704
SMS-EMOA,1012868,2420791
NSGA-II,1000416,845826
NSGA-II,1001155,891962
NOOP,1011879,3334
NOOP,1003404,4247
m-ACO,1012203,468000
NSGA-II,1005448,2563832
m-ACO,1005318,447105
NSGA-II,1010644,2692167
m-ACO,1004213,417899
NOOP,1007737,5611
SMS-EMOA,1004200,5546776
SMS-EMOA,1005743,4517923
m-ACO,1005774,377282
NOOP,1034343,7998
NOOP,1001118,5659
m-ACO,1004363,424202
NSGA-II,1007021,3964630
m-ACO,1005268,448380
NOOP,1034356,8291
NOOP,1004937,5275
m-ACO,1036353,468557
NSGA-II,1004845,2678984
NSGA-II,1007780,2860428
SMS-EMOA,1012126,4870676
NOOP,1004922,3464
SMS-EMOA,1003196,4635425
NSGA-II,1008617,2867303
m-ACO,1003207,384996
NOOP,1012679,5631
SMS-EMOA,1002374,4184649
m-ACO,1013614,431128
SMS-EMOA,1006669,7107551
m-ACO,1002760,1874474
NSGA-II,1039283,5864891
SMS-EMOA,1037709,3550366
SMS-EMOA,1033214,3903405
SMS-EMOA,1003462,4720986
SMS-EMOA,1002121,1124101
m-ACO,1005643,166488
NSGA-II,1009101,2784088
SMS-EMOA,1013630,4832392
m-ACO,1012758,469374
NSGA-II,1006096,5456883
SMS-EMOA,1008749,4986101
m-ACO,1013653,495727
NOOP,1003659,8206
m-ACO,1003240,4242949
NSGA-II,1006737,4148159
m-ACO,1012334,477611
NOOP,1009536,22614
m-ACO,1013723,492408
SMS-EMOA,1034623,3362224
NOOP,1012424,4372
m-ACO,1002657,1892796
SMS-EMOA,1004055,3113128
NOOP,1000859,8383
SMS-EMOA,1005516,2593719
NOOP,1005063,5313
NSGA-II,1011152,2713452
NSGA-II,1010411,3074367
m-ACO,1003330,334592
NOOP,1005076,3470
NOOP,1001350,4771
NSGA-II,1003986,3282303
NSGA-II,1000643,825072
NSGA-II,1001300,1036677
NOOP,1001345,5774
NOOP,1009395,3198
NSGA-II,1037661,7708916
m-ACO,1007563,4857137
NOOP,1023802,8247
NOOP,1004624,3387
NSGA-II,1007017,3924935
NOOP,1004631,3612
NSGA-II,1002049,3315249
NOOP,1013276,8001
m-ACO,1013976,182498
NOOP,1013263,8068
SMS-EMOA,1009069,4444861
m-ACO,1002802,3712292
m-ACO,1037956,478604
m-ACO,1011573,8942856
NOOP,1000517,6452
m-ACO,1000407,9838285
NOOP,1000502,4781
m-ACO,1010478,9621102
NSGA-II,1039514,5557003
SMS-EMOA,1003601,3587830
NOOP,1008889,5283
m-ACO,1005966,388175
m-ACO,1001160,1696500
m-ACO,1010508,9502505
m-ACO,1000577,8423193
NSGA-II,1000420,790494
NSGA-II,1001163,1183883
m-ACO,1001010,1671444
NOOP,1009878,5077
m-ACO,1032547,410861
m-ACO,1015869,337641
NSGA-II,1002907,3283250
SMS-EMOA,1010579,6265104
NSGA-II,1007959,2997941
NSGA-II,1010672,2727792
m-ACO,1006518,446455
SMS-EMOA,1018997,6124038
SMS-EMOA,1004236,6462853
SMS-EMOA,1005775,5921672
m-ACO,1002972,4324854
NOOP,1012287,6907
NOOP,1012292,4997
m-ACO,1003879,4324957
m-ACO,1005851,396157
m-ACO,1023474,412983
m-ACO,1011028,8518575
NSGA-II,1010386,2734162
NOOP,1022143,8623
SMS-EMOA,1004063,2061929
SMS-EMOA,1005520,5730374
NSGA-II,1009879,2702889
NOOP,1035504,8167
SMS-EMOA,1048158,5634675
NOOP,1007194,6188
NSGA-II,1027889,4597425
m-ACO,1000530,8475354
SMS-EMOA,1002859,4702479
SMS-EMOA,1005281,4799133
SMS-EMOA,1008990,4634725
NSGA-II,1001497,3502527
NOOP,1019351,8675
NSGA-II,1004368,2610671
SMS-EMOA,1014590,3528658
NOOP,1031637,8352
NOOP,1016811,8624
NSGA-II,1000675,37308497
NSGA-II,1001336,861257
NOOP,1004479,3088
m-ACO,1002845,4270204
m-ACO,1006043,366099
SMS-EMOA,1003454,3063779
SMS-EMOA,1002117,1515469
NOOP,1002256,4356
NSGA-II,1046868,2018652
NSGA-II,1016553,2835218
NOOP,1008139,7665
NSGA-II,1008474,3033521
NSGA-II,1009137,2878465
SMS-EMOA,1001973,1852603
NOOP,1002243,6247
SMS-EMOA,1012345,6958628
m-ACO,1008797,538260
NOOP,1011522,6036
m-ACO,1005921,380096
NSGA-II,1007242,3197212
NSGA-II,1006701,4086865
m-ACO,1000440,6957248
NOOP,1006165,3826
NOOP,1006170,4224
SMS-EMOA,1022292,5513994
SMS-EMOA,1047981,5376234
m-ACO,1011534,8862913
NOOP,1000103,6075
NOOP,1000116,3822
SMS-EMOA,1001417,1585972
NSGA-II,1013869,2668052
SMS-EMOA,1000154,1480793
SMS-EMOA,1004449,5743076
NSGA-II,1025625,5342455
